"cluster_id","cluster_type","latitude","longitude"
1,household,51.25,4.4500000000000002
2,household,51.219999999999999,4.4400000000000004
3,household,51.219999999999999,4.46
4,household,51.219999999999999,4.46
5,household,51.219999999999999,4.4400000000000004
6,household,51.219999999999999,4.46
7,household,51.216524237362904,4.4077873634780698
8,household,51.216524237362904,4.4077873634780698
9,household,51.240010028754533,4.4616007697878777
10,household,51.219999999999999,4.46
11,household,51.216524237362904,4.4077873634780698
12,household,51.219999999999999,4.46
13,household,51.219999999999999,4.4400000000000004
14,household,51.219999999999999,4.4400000000000004
15,household,51.240010028754533,4.4616007697878777
16,household,51.219999999999999,4.46
17,household,51.219999999999999,4.4400000000000004
18,household,51.25,4.4500000000000002
19,household,51.25,4.4500000000000002
20,household,51.25,4.4500000000000002
21,household,51.219999999999999,4.46
22,household,51.219999999999999,4.4400000000000004
23,household,51.219999999999999,4.46
24,household,51.219999999999999,4.46
25,household,51.219999999999999,4.4400000000000004
26,household,51.219999999999999,4.4400000000000004
27,household,51.25,4.4500000000000002
28,household,51.219999999999999,4.4400000000000004
29,household,51.25,4.4500000000000002
30,household,51.25,4.4500000000000002
31,household,51.219999999999999,4.46
32,household,51.240010028754533,4.4616007697878777
33,household,51.219999999999999,4.4400000000000004
34,household,51.25,4.4500000000000002
35,household,51.219999999999999,4.4400000000000004
36,household,51.216524237362904,4.4077873634780698
37,household,51.219999999999999,4.46
38,household,51.219999999999999,4.46
39,household,51.25,4.4500000000000002
40,household,51.219999999999999,4.4400000000000004
41,household,51.219999999999999,4.46
42,household,51.219999999999999,4.4400000000000004
43,household,51.230661627454531,4.4243665937921062
44,household,51.219999999999999,4.4400000000000004
45,household,51.219999999999999,4.4400000000000004
46,household,51.25,4.4500000000000002
47,household,51.219999999999999,4.4400000000000004
48,household,51.219999999999999,4.46
49,household,51.25,4.4500000000000002
50,household,51.216524237362904,4.4077873634780698
51,household,51.25,4.4500000000000002
52,household,51.240010028754533,4.4616007697878777
53,household,51.25,4.4500000000000002
54,household,51.25,4.4500000000000002
55,household,51.219999999999999,4.46
56,household,51.25,4.4500000000000002
57,household,51.219999999999999,4.4400000000000004
58,household,51.25,4.4500000000000002
59,household,51.219999999999999,4.4400000000000004
60,household,51.25,4.4500000000000002
61,household,51.219999999999999,4.4400000000000004
62,household,51.25,4.4500000000000002
63,household,51.25,4.4500000000000002
64,household,51.219999999999999,4.4400000000000004
65,household,51.219999999999999,4.46
66,household,51.25,4.4500000000000002
67,household,51.219999999999999,4.4400000000000004
68,household,51.219999999999999,4.4400000000000004
69,household,51.219999999999999,4.46
70,household,51.230661627454531,4.4243665937921062
71,household,51.240010028754533,4.4616007697878777
72,household,51.230661627454531,4.4243665937921062
73,household,51.219999999999999,4.4400000000000004
74,household,51.25,4.4500000000000002
75,household,51.25,4.4500000000000002
76,household,51.25,4.4500000000000002
77,household,51.219999999999999,4.4400000000000004
78,household,51.240010028754533,4.4616007697878777
79,household,51.219999999999999,4.46
80,household,51.219999999999999,4.46
81,household,51.240010028754533,4.4616007697878777
82,household,51.216524237362904,4.4077873634780698
83,household,51.25,4.4500000000000002
84,household,51.219999999999999,4.46
85,household,51.25,4.4500000000000002
86,household,51.219999999999999,4.46
87,household,51.25,4.4500000000000002
88,household,51.219999999999999,4.46
89,household,51.216524237362904,4.4077873634780698
90,household,51.219999999999999,4.4400000000000004
91,household,51.219999999999999,4.46
92,household,51.219999999999999,4.46
93,household,51.219999999999999,4.4400000000000004
94,household,51.219999999999999,4.46
95,household,51.240010028754533,4.4616007697878777
96,household,51.219999999999999,4.4400000000000004
97,household,51.25,4.4500000000000002
98,household,51.25,4.4500000000000002
99,household,51.219999999999999,4.4400000000000004
100,household,51.230661627454531,4.4243665937921062
101,household,51.240010028754533,4.4616007697878777
102,household,51.25,4.4500000000000002
103,household,51.219999999999999,4.46
104,household,51.219999999999999,4.46
105,household,51.219999999999999,4.46
106,household,51.219999999999999,4.4400000000000004
107,household,51.25,4.4500000000000002
108,household,51.230661627454531,4.4243665937921062
109,household,51.25,4.4500000000000002
110,household,51.240010028754533,4.4616007697878777
111,household,51.219999999999999,4.4400000000000004
112,household,51.25,4.4500000000000002
113,household,51.219999999999999,4.46
114,household,51.219999999999999,4.4400000000000004
115,household,51.240010028754533,4.4616007697878777
116,household,51.25,4.4500000000000002
117,household,51.219999999999999,4.46
118,household,51.216524237362904,4.4077873634780698
119,household,51.219999999999999,4.4400000000000004
120,household,51.216524237362904,4.4077873634780698
121,household,51.25,4.4500000000000002
122,household,51.25,4.4500000000000002
123,household,51.216524237362904,4.4077873634780698
124,household,51.25,4.4500000000000002
125,household,51.219999999999999,4.4400000000000004
126,household,51.219999999999999,4.46
127,household,51.25,4.4500000000000002
128,household,51.240010028754533,4.4616007697878777
129,household,51.219999999999999,4.46
130,household,51.219999999999999,4.4400000000000004
131,household,51.25,4.4500000000000002
132,household,51.219999999999999,4.4400000000000004
133,household,51.25,4.4500000000000002
134,household,51.230661627454531,4.4243665937921062
135,household,51.219999999999999,4.4400000000000004
136,household,51.219999999999999,4.4400000000000004
137,household,51.25,4.4500000000000002
138,household,51.219999999999999,4.4400000000000004
139,household,51.219999999999999,4.4400000000000004
140,household,51.25,4.4500000000000002
141,household,51.240010028754533,4.4616007697878777
142,household,51.240010028754533,4.4616007697878777
143,household,51.240010028754533,4.4616007697878777
144,household,51.216524237362904,4.4077873634780698
145,household,51.240010028754533,4.4616007697878777
146,household,51.230661627454531,4.4243665937921062
147,household,51.219999999999999,4.4400000000000004
148,household,51.219999999999999,4.46
149,household,51.219999999999999,4.4400000000000004
150,household,51.230661627454531,4.4243665937921062
151,household,51.219999999999999,4.4400000000000004
152,household,51.230661627454531,4.4243665937921062
153,household,51.216524237362904,4.4077873634780698
154,household,51.219999999999999,4.46
155,household,51.230661627454531,4.4243665937921062
156,household,51.25,4.4500000000000002
157,household,51.25,4.4500000000000002
158,household,51.230661627454531,4.4243665937921062
159,household,51.25,4.4500000000000002
160,household,51.219999999999999,4.4400000000000004
161,household,51.240010028754533,4.4616007697878777
162,household,51.219999999999999,4.4400000000000004
163,household,51.219999999999999,4.4400000000000004
164,household,51.219999999999999,4.46
165,household,51.219999999999999,4.4400000000000004
166,household,51.25,4.4500000000000002
167,household,51.216524237362904,4.4077873634780698
168,household,51.219999999999999,4.46
169,household,51.230661627454531,4.4243665937921062
170,household,51.216524237362904,4.4077873634780698
171,household,51.219999999999999,4.4400000000000004
172,household,51.219999999999999,4.4400000000000004
173,household,51.216524237362904,4.4077873634780698
174,household,51.25,4.4500000000000002
175,household,51.25,4.4500000000000002
176,household,51.219999999999999,4.4400000000000004
177,household,51.230661627454531,4.4243665937921062
178,household,51.230661627454531,4.4243665937921062
179,household,51.25,4.4500000000000002
180,household,51.219999999999999,4.4400000000000004
181,household,51.230661627454531,4.4243665937921062
182,household,51.25,4.4500000000000002
183,household,51.230661627454531,4.4243665937921062
184,household,51.25,4.4500000000000002
185,household,51.219999999999999,4.4400000000000004
186,household,51.240010028754533,4.4616007697878777
187,household,51.25,4.4500000000000002
188,household,51.25,4.4500000000000002
189,household,51.219999999999999,4.46
190,household,51.25,4.4500000000000002
191,household,51.216524237362904,4.4077873634780698
192,household,51.219999999999999,4.4400000000000004
193,household,51.240010028754533,4.4616007697878777
194,household,51.219999999999999,4.46
195,household,51.219999999999999,4.46
196,household,51.219999999999999,4.46
197,household,51.25,4.4500000000000002
198,household,51.219999999999999,4.4400000000000004
199,household,51.219999999999999,4.4400000000000004
200,household,51.219999999999999,4.4400000000000004
201,household,51.219999999999999,4.46
202,household,51.25,4.4500000000000002
203,household,51.240010028754533,4.4616007697878777
204,household,51.219999999999999,4.4400000000000004
205,household,51.219999999999999,4.46
206,household,51.216524237362904,4.4077873634780698
207,household,51.25,4.4500000000000002
208,household,51.219999999999999,4.4400000000000004
209,household,51.230661627454531,4.4243665937921062
210,household,51.25,4.4500000000000002
211,household,51.219999999999999,4.46
212,household,51.219999999999999,4.46
213,household,51.216524237362904,4.4077873634780698
214,household,51.219999999999999,4.4400000000000004
