"city_id","city_name","province","population","x_coord","y_coord","latitude","longitude"
2,"Brussels",8,0.097680000000000003,0,0,50.850000000000001,4.3479999999999999
1,"Antwerp",9,0.04895,0,0,51.122999999999998,4.5670000000000002
3,"1",6,0.0012099999999999999,0,0,51.134721287151024,4.4767364027055638
4,"2",6,0.018440000000000002,0,0,50.972330951095287,4.2072168129957461
5,"3",10,0.00564,0,0,50.863462357737994,4.5184017412408624
6,"4",9,0.012,0,0,51.197637073109533,4.5598264999831883
7,"5",6,0.018950000000000002,0,0,51.111115072981526,4.6402380676050736
8,"6",4,0.0033899999999999998,0,0,50.792933390358726,4.5431534840119321
9,"7",9,0.0028900000000000002,0,0,51.071068495897038,4.1500087608249547
10,"8",4,0.01788,0,0,51.089337519316835,4.593618471683512
11,"9",4,0.0022000000000000001,0,0,51.027005617598107,4.6379500312607753
12,"10",3,0.0147,0,0,51.055286925058269,4.1234833195121761
13,"11",6,0.016910000000000001,0,0,50.925520014079588,4.3268015766362522
14,"12",6,0.00040000000000000002,0,0,50.916220996721222,4.4006804412025522
15,"13",2,0.010670000000000001,0,0,50.897859512388756,4.3458579257485148
16,"14",9,0.0046499999999999996,0,0,51.007371289259034,4.4020837338360543
17,"15",4,0.01899,0,0,50.919551928067349,4.4906551945314099
18,"16",8,0.013310000000000001,0,0,51.157794638266189,4.5274176836131144
19,"17",3,0.0030599999999999998,0,0,50.769041539845631,4.429940632371304
20,"18",7,0.010710000000000001,0,0,51.027531607188202,4.3206351969280652
21,"19",6,0.0098799999999999999,0,0,50.892816840093928,4.5226809718784962
22,"20",5,0.0056800000000000002,0,0,50.907115201192347,4.4193605430929228
23,"21",1,0.0053499999999999997,0,0,50.887139230137912,4.5162402239321047
24,"22",4,0.0013799999999999999,0,0,50.840649069862842,4.5027932596765465
25,"23",6,0.00107,0,0,51.144838208721922,4.254376535502022
26,"24",2,0.0028900000000000002,0,0,51.107189023906223,4.3646772322511254
27,"25",5,0.0085500000000000003,0,0,51.148212116674365,4.4122431995134965
28,"26",6,0.0088000000000000005,0,0,50.903676719051063,4.2211779030650822
29,"27",4,0.012359999999999999,0,0,51.134150464830043,4.1932185991143172
30,"28",6,0.017840000000000002,0,0,51.100855352630646,4.5054060523729165
31,"29",9,0.019009999999999999,0,0,50.934309584199497,4.6391597870462462
32,"30",10,0.013599999999999999,0,0,50.888310671999641,4.2128985198395688
33,"31",1,0.014160000000000001,0,0,51.123861106302279,4.3789838764716276
34,"32",7,0.016539999999999999,0,0,50.997461230574785,4.4365126993303443
35,"33",3,0.00139,0,0,51.041906606258976,4.5295786037117223
36,"34",6,0.0072500000000000004,0,0,50.924373937145113,4.6095454955814805
37,"35",2,0.013310000000000001,0,0,50.854134858949401,4.2154185276639238
38,"36",2,0.019179999999999999,0,0,51.012818050198696,4.2472306703844298
39,"37",6,0.015339999999999999,0,0,51.203882410258629,4.4026831012520224
40,"38",6,0.0027699999999999999,0,0,50.764025653605287,4.4336296912096671
41,"39",7,0.02017,0,0,51.043618589626803,4.7177888225311833
42,"40",10,0.01038,0,0,50.938319984063348,4.5482360310583827
43,"41",4,0.0064999999999999997,0,0,50.96188568071377,4.3400367926682684
44,"42",9,0.0062399999999999999,0,0,51.106782410300582,4.5658166896694103
45,"43",7,0.00233,0,0,50.790508667958015,4.2906901939297066
46,"44",10,0.010160000000000001,0,0,51.0267311794167,4.2675209965353718
47,"45",7,0.014749999999999999,0,0,51.026800325084594,4.6188738230541695
48,"46",9,0.01533,0,0,51.018619148661998,4.2237139194423881
49,"47",6,0.0149,0,0,50.937920842238853,4.2330704827931029
50,"48",7,0.013899999999999999,0,0,51.155510819588685,4.4041629947881438
51,"49",10,0.0088999999999999999,0,0,51.001172238062324,4.8021536757391008
52,"50",8,0.01519,0,0,50.915663778160592,4.1478212446645859
54,"51",7,0.01261,0,0,50.7709303361571,4.4808076596816768
55,"52",5,0.00093000000000000005,0,0,50.840136271433167,4.6249239483514017
56,"53",6,0.00031,0,0,51.155062608395006,4.3146241512179602
57,"54",2,0.0086999999999999994,0,0,50.946561672428118,4.5829558488805739
58,"55",8,0.00033,0,0,50.978294821708765,4.7002991138900327
59,"56",6,0.01494,0,0,50.949914375833586,4.1643357837504178
60,"57",10,0.0063899999999999998,0,0,51.135458694016322,4.634200875100321
61,"58",3,0.010410000000000001,0,0,51.095683625834148,4.6941291040270876
62,"59",6,0.01814,0,0,50.911909293614045,4.1278580570214993
63,"60",5,0.0027399999999999998,0,0,51.158805184084684,4.3390085474707414
64,"61",3,0.0037000000000000002,0,0,50.979724062209705,4.2662041685378034
65,"62",4,0.019460000000000002,0,0,50.966650990242208,4.4467360489674723
66,"63",2,0.014460000000000001,0,0,50.818206402611622,4.4033786843013063
67,"64",3,0.012149999999999999,0,0,50.930208237441128,4.7794867935510483
68,"65",9,0.01239,0,0,50.860740792956697,4.6474965888119684
69,"66",10,0.00027,0,0,50.770285323637708,4.50608393052691
70,"67",10,0.0088699999999999994,0,0,51.05050637126741,4.6818440312031289
71,"68",10,0.01504,0,0,50.763469961582793,4.4771265486863623
72,"69",5,0.019130000000000001,0,0,50.896212379404489,4.6467127679089648
73,"70",10,0.01434,0,0,50.83879441375251,4.5101579041128597
74,"71",6,0.018780000000000002,0,0,51.019648300411056,4.1206742620344334
75,"72",10,0.00628,0,0,50.767123833143131,4.374201992362269
76,"73",4,0.0034199999999999999,0,0,51.150216386084473,4.682196598264194
77,"74",9,0.017639999999999999,0,0,51.184659051940422,4.6064844587554781
78,"75",7,0.0028300000000000001,0,0,51.099453047883834,4.5439639474775886
79,"76",6,0.0080999999999999996,0,0,51.112208128492867,4.4177781507956695
80,"77",9,0.011379999999999999,0,0,51.119494270247053,4.6571942978764982
81,"78",6,0.0028,0,0,50.915519118850156,4.1707530061652971
82,"79",6,0.0014499999999999999,0,0,51.051038678945218,4.4342734495110845
83,"80",6,0.00083000000000000001,0,0,51.124124561825369,4.7131147568858465
84,"81",8,0.017520000000000001,0,0,50.796260622584121,4.5754911842255321
85,"82",3,0.0099399999999999992,0,0,51.043903598799922,4.11888470649225
86,"83",7,0.0095399999999999999,0,0,50.884096441093284,4.5486887838548569
87,"84",3,0.013440000000000001,0,0,50.928828837914452,4.740053353096835
88,"85",10,0.0047699999999999999,0,0,50.786146104498357,4.3658861771035111
89,"86",3,0.018239999999999999,0,0,51.017644212268209,4.5178950174599546
